T[ms];I[A];U[V];P[W];całka
5330;36,61;3,268;119,6415;119,6415
5331;36,61;3,268;119,6415;119,6415
5332;36,61;3,268;119,6415;120,2951
5333;37,01;3,268;120,9487;120,2951
5334;36,61;3,268;119,6415;119,6415
5335;36,61;3,268;119,6415;119,6415
5336;36,61;3,268;119,6415;119,5549
5337;37,01;3,228;119,4683;120,2085
5338;37,01;3,268;120,9487;120,2951
5339;36,61;3,268;119,6415;119,6415
5340;36,61;3,268;119,6415;119,6415
5341;36,61;3,268;119,6415;120,2951
5342;37,01;3,268;120,9487;120,9487
5343;37,01;3,268;120,9487;120,2951
5344;36,61;3,268;119,6415;120,3554
5345;36,61;3,307;121,0693;121,009
5346;37,01;3,268;120,9487;120,9487
5347;37,01;3,268;120,9487;120,2951
5348;36,61;3,268;119,6415;119,6415
5349;36,61;3,268;119,6415;119,6415
5350;36,61;3,268;119,6415;119,6415
5351;36,61;3,268;119,6415;119,5549
5352;37,01;3,228;119,4683;119,5549
5353;36,61;3,268;119,6415;119,6415
5354;36,61;3,268;119,6415;119,6415
5355;36,61;3,268;119,6415;118,9093
5356;36,61;3,228;118,1771;118,8227
5357;37,01;3,228;119,4683;120,2085
5358;37,01;3,268;120,9487;119,5629
5359;36,61;3,228;118,1771;118,9093
5360;36,61;3,268;119,6415;119,6415
5361;36,61;3,268;119,6415;119,5549
5362;37,01;3,228;119,4683;119,5549
5363;36,61;3,268;119,6415;119,6415
5364;36,61;3,268;119,6415;120,3554
5365;36,61;3,307;121,0693;120,3554
5366;36,61;3,268;119,6415;118,8332
5367;37,01;3,189;118,0249;119,4868
5368;37,01;3,268;120,9487;120,2951
5369;36,61;3,268;119,6415;119,6415
5370;36,61;3,268;119,6415;119,6415
5371;36,61;3,268;119,6415;119,6415
5372;36,61;3,268;119,6415;119,6415
5373;36,61;3,268;119,6415;119,6415
5374;36,61;3,268;119,6415;120,3554
5375;36,61;3,307;121,0693;121,009
5376;37,01;3,268;120,9487;120,9487
5377;37,01;3,268;120,9487;120,9487
5378;37,01;3,268;120,9487;120,2951
5379;36,61;3,268;119,6415;119,6415
5380;36,61;3,268;119,6415;120,2951
5381;37,01;3,268;120,9487;120,2085
5382;37,01;3,228;119,4683;120,2085
5383;37,01;3,268;120,9487;122,3921
5384;37,01;3,346;123,8355;121,7385
5385;36,61;3,268;119,6415;119,6415
5386;36,61;3,268;119,6415;120,2951
5387;37,01;3,268;120,9487;120,9487
5388;37,01;3,268;120,9487;120,2951
5389;36,61;3,268;119,6415;119,6415
5390;36,61;3,268;119,6415;120,3554
5391;36,61;3,307;121,0693;121,009
5392;37,01;3,268;120,9487;120,9487
5393;37,01;3,268;120,9487;120,2951
5394;36,61;3,268;119,6415;121,0693
5395;36,61;3,346;122,4971;121,0693
5396;36,61;3,268;119,6415;119,5549
5397;37,01;3,228;119,4683;120,2085
5398;37,01;3,268;120,9487;120,2951
5399;36,61;3,268;119,6415;119,6415
5400;36,61;3,268;119,6415;119,6415
5401;36,61;3,268;119,6415;119,5549
5402;37,01;3,228;119,4683;119,4683
5403;37,01;3,228;119,4683;119,5549
5404;36,61;3,268;119,6415;118,9093
5405;36,61;3,228;118,1771;118,9093
5406;36,61;3,268;119,6415;119,5549
5407;37,01;3,228;119,4683;119,5549
5408;36,61;3,268;119,6415;119,6415
5409;36,61;3,268;119,6415;119,6415
5410;36,61;3,268;119,6415;119,6415
5411;36,61;3,268;119,6415;120,2951
5412;37,01;3,268;120,9487;120,9487
5413;37,01;3,268;120,9487;120,2951
5414;36,61;3,268;119,6415;121,0693
5415;36,61;3,346;122,4971;121,7229
5416;37,01;3,268;120,9487;120,9487
5417;37,01;3,268;120,9487;120,9487
5418;37,01;3,268;120,9487;121,7229
5419;36,61;3,346;122,4971;121,0693
5420;36,61;3,268;119,6415;119,6415
5421;36,61;3,268;119,6415;120,2951
5422;37,01;3,268;120,9487;120,2951
5423;36,61;3,268;119,6415;119,6415
5424;36,61;3,268;119,6415;118,9093
5425;36,61;3,228;118,1771;118,9093
5426;36,61;3,268;119,6415;119,6415
5427;36,61;3,268;119,6415;120,2951
5428;37,01;3,268;120,9487;120,2951
5429;36,61;3,268;119,6415;121,0693
5430;36,61;3,346;122,4971;121,7229
5431;37,01;3,268;120,9487;120,9487
5432;37,01;3,268;120,9487;120,9487
5433;37,01;3,268;120,9487;120,2951
5434;36,61;3,268;119,6415;120,3554
5435;36,61;3,307;121,0693;120,3554
5436;36,61;3,268;119,6415;119,6415
5437;36,61;3,268;119,6415;120,2951
5438;37,01;3,268;120,9487;121,009
5439;36,61;3,307;121,0693;118,1954
5440;36,61;3,15;115,3215;117,4815
5441;36,61;3,268;119,6415;119,6415
5442;36,61;3,268;119,6415;119,6415
5443;36,61;3,268;119,6415;119,6415
5444;36,61;3,268;119,6415;119,0042
5445;36,22;3,268;118,367;119,0042
5446;36,61;3,268;119,6415;120,2951
5447;37,01;3,268;120,9487;120,9487
5448;37,01;3,268;120,9487;120,2951
5449;36,61;3,268;119,6415;119,6415
5450;36,61;3,268;119,6415;119,6415
5451;36,61;3,268;119,6415;118,9093
5452;36,61;3,228;118,1771;119,5629
5453;37,01;3,268;120,9487;120,2951
5454;36,61;3,268;119,6415;121,8015
5455;36,61;3,386;123,9615;121,8015
5456;36,61;3,268;119,6415;121,7385
5457;37,01;3,346;123,8355;122,3921
5458;37,01;3,268;120,9487;120,9487
5459;37,01;3,268;120,9487;120,2951
5460;36,61;3,268;119,6415;120,3554
5461;36,61;3,307;121,0693;120,3554
5462;36,61;3,268;119,6415;119,6415
5463;36,61;3,268;119,6415;119,6415
5464;36,61;3,268;119,6415;121,0693
5465;36,61;3,346;122,4971;121,7832
5466;36,61;3,307;121,0693;121,009
5467;37,01;3,268;120,9487;120,2951
5468;36,61;3,268;119,6415;121,0693
5469;36,61;3,346;122,4971;122,4971
5470;36,61;3,346;122,4971;121,7832
5471;36,61;3,307;121,0693;121,009
5472;37,01;3,268;120,9487;120,9487
5473;37,01;3,268;120,9487;121,009
5474;36,61;3,307;121,0693;121,0693
5475;36,61;3,307;121,0693;121,0693
5476;36,61;3,307;121,0693;121,7832
5477;36,61;3,346;122,4971;121,7229
5478;37,01;3,268;120,9487;121,009
5479;36,61;3,307;121,0693;120,3554
5480;36,61;3,268;119,6415;120,3554
5481;36,61;3,307;121,0693;120,3554
5482;36,61;3,268;119,6415;120,2951
5483;37,01;3,268;120,9487;120,2951
5484;36,61;3,268;119,6415;121,0693
5485;36,61;3,346;122,4971;121,7832
5486;36,61;3,307;121,0693;118,0852
5487;37,01;3,11;115,1011;117,3713
5488;36,61;3,268;119,6415;119,6415
5489;36,61;3,268;119,6415;120,3554
5490;36,61;3,307;121,0693;121,7832
5491;36,61;3,346;122,4971;122,4971
5492;36,61;3,346;122,4971;122,4446
5493;37,01;3,307;122,3921;122,4446
5494;36,61;3,346;122,4971;122,4971
5495;36,61;3,346;122,4971;121,7832
5496;36,61;3,307;121,0693;120,3554
5497;36,61;3,268;119,6415;119,6415
5498;36,61;3,268;119,6415;120,3554
5499;36,61;3,307;121,0693;120,3554
5500;36,61;3,268;119,6415;119,6415
5501;36,61;3,268;119,6415;119,6415
5502;36,61;3,268;119,6415;121,0168
5503;37,01;3,307;122,3921;121,0168
5504;36,61;3,268;119,6415;119,6415
5505;36,61;3,268;119,6415;120,3554
5506;36,61;3,307;121,0693;120,3554
5507;36,61;3,268;119,6415;120,2951
5508;37,01;3,268;120,9487;120,2951
5509;36,61;3,268;119,6415;119,6415
5510;36,61;3,268;119,6415;120,3554
5511;36,61;3,307;121,0693;120,3554
5512;36,61;3,268;119,6415;120,2951
5513;37,01;3,268;120,9487;121,009
5514;36,61;3,307;121,0693;121,1307
5515;36,22;3,346;121,1921;120,4168
5516;36,61;3,268;119,6415;119,6415
5517;36,61;3,268;119,6415;120,3554
5518;36,61;3,307;121,0693;121,0693
5519;36,61;3,307;121,0693;121,1307
5520;36,22;3,346;121,1921;121,8446
5521;36,61;3,346;122,4971;121,0693
5522;36,61;3,268;119,6415;120,2951
5523;37,01;3,268;120,9487;121,009
5524;36,61;3,307;121,0693;121,7832
5525;36,61;3,346;122,4971;121,7832
5526;36,61;3,307;121,0693;120,3554
5527;36,61;3,268;119,6415;119,6415
5528;36,61;3,268;119,6415;120,3554
5529;36,61;3,307;121,0693;121,7832
5530;36,61;3,346;122,4971;121,0693
5531;36,61;3,268;119,6415;119,6415
5532;36,61;3,268;119,6415;120,2951
5533;37,01;3,268;120,9487;121,009
5534;36,61;3,307;121,0693;121,7832
5535;36,61;3,346;122,4971;121,0693
5536;36,61;3,268;119,6415;119,6415
5537;36,61;3,268;119,6415;119,6415
5538;36,61;3,268;119,6415;120,3554
5539;36,61;3,307;121,0693;121,0693
5540;36,61;3,307;121,0693;121,7832
5541;36,61;3,346;122,4971;121,0693
5542;36,61;3,268;119,6415;120,2951
5543;37,01;3,268;120,9487;120,2951
5544;36,61;3,268;119,6415;121,0693
5545;36,61;3,346;122,4971;122,4971
5546;36,61;3,346;122,4971;121,0693
5547;36,61;3,268;119,6415;119,6415
5548;36,61;3,268;119,6415;119,6415
5549;36,61;3,268;119,6415;120,3554
5550;36,61;3,307;121,0693;120,3554
5551;36,61;3,268;119,6415;119,6415
5552;36,61;3,268;119,6415;119,6415
5553;36,61;3,268;119,6415;119,6415
5554;36,61;3,268;119,6415;120,3554
5555;36,61;3,307;121,0693;120,3554
5556;36,61;3,268;119,6415;119,6415
5557;36,61;3,268;119,6415;119,6415
5558;36,61;3,268;119,6415;120,3554
5559;36,61;3,307;121,0693;121,0693
5560;36,61;3,307;121,0693;121,7832
5561;36,61;3,346;122,4971;121,7832
5562;36,61;3,307;121,0693;121,0693
5563;36,61;3,307;121,0693;121,7832
5564;36,61;3,346;122,4971;122,4971
5565;36,61;3,346;122,4971;121,7832
5566;36,61;3,307;121,0693;121,7832
5567;36,61;3,346;122,4971;122,4971
5568;36,61;3,346;122,4971;123,1663
5569;37,01;3,346;123,8355;123,1663
5570;36,61;3,346;122,4971;122,4971
5571;36,61;3,346;122,4971;121,7832
5572;36,61;3,307;121,0693;121,7307
5573;37,01;3,307;122,3921;121,0168
5574;36,61;3,268;119,6415;121,0693
5575;36,61;3,346;122,4971;122,4971
5576;36,61;3,346;122,4971;121,0693
5577;36,61;3,268;119,6415;118,9093
5578;36,61;3,228;118,1771;118,9093
5579;36,61;3,268;119,6415;120,3554
5580;36,61;3,307;121,0693;121,7832
5581;36,61;3,346;122,4971;121,0693
5582;36,61;3,268;119,6415;119,6415
5583;36,61;3,268;119,6415;119,6415
5584;36,61;3,268;119,6415;121,0693
5585;36,61;3,346;122,4971;122,4971
5586;36,61;3,346;122,4971;121,0693
5587;36,61;3,268;119,6415;120,3554
5588;36,61;3,307;121,0693;121,0693
5589;36,61;3,307;121,0693;121,7832
5590;36,61;3,346;122,4971;123,2293
5591;36,61;3,386;123,9615;121,8015
5592;36,61;3,268;119,6415;120,2951
5593;37,01;3,268;120,9487;121,7229
5594;36,61;3,346;122,4971;121,0693
5595;36,61;3,268;119,6415;121,0693
5596;36,61;3,346;122,4971;121,0693
5597;36,61;3,268;119,6415;120,2951
5598;37,01;3,268;120,9487;121,009
5599;36,61;3,307;121,0693;121,0693
5600;36,61;3,307;121,0693;120,3554
5601;36,61;3,268;119,6415;119,6415
5602;36,61;3,268;119,6415;119,6415
5603;36,61;3,268;119,6415;120,2951
5604;37,01;3,268;120,9487;120,2951
5605;36,61;3,268;119,6415;121,0693
5606;36,61;3,346;122,4971;121,7832
5607;36,61;3,307;121,0693;121,0693
5608;36,61;3,307;121,0693;121,0693
5609;36,61;3,307;121,0693;123,2292
5610;36,61;3,425;125,3892;123,9432
5611;36,61;3,346;122,4971;122,4971
5612;36,61;3,346;122,4971;121,7832
5613;36,61;3,307;121,0693;121,7832
5614;36,61;3,346;122,4971;122,4971
5615;36,61;3,346;122,4971;121,7832
5616;36,61;3,307;121,0693;121,7832
5617;36,61;3,346;122,4971;123,1663
5618;37,01;3,346;123,8355;123,1663
5619;36,61;3,346;122,4971;122,4971
5620;36,61;3,346;122,4971;122,4971
5621;36,61;3,346;122,4971;122,4971
5622;36,61;3,346;122,4971;122,4971
5623;36,61;3,346;122,4971;123,1663
5624;37,01;3,346;123,8355;122,5138
5625;36,22;3,346;121,1921;121,8446
5626;36,61;3,346;122,4971;122,4971
5627;36,61;3,346;122,4971;121,0693
5628;36,61;3,268;119,6415;119,6415
5629;36,61;3,268;119,6415;121,0693
5630;36,61;3,346;122,4971;120,432
5631;36,22;3,268;118,367;120,432
5632;36,61;3,346;122,4971;121,7832
5633;36,61;3,307;121,0693;121,0693
5634;36,61;3,307;121,0693;121,7832
5635;36,61;3,346;122,4971;122,4971
5636;36,61;3,346;122,4971;121,7832
5637;36,61;3,307;121,0693;121,0693
5638;36,61;3,307;121,0693;122,4524
5639;37,01;3,346;123,8355;123,1663
5640;36,61;3,346;122,4971;123,2293
5641;36,61;3,386;123,9615;123,2293
5642;36,61;3,346;122,4971;122,4971
5643;36,61;3,346;122,4971;122,4971
5644;36,61;3,346;122,4971;122,4971
5645;36,61;3,346;122,4971;122,4971
5646;36,61;3,346;122,4971;122,4971
5647;36,61;3,346;122,4971;121,0693
5648;36,61;3,268;119,6415;120,3554
5649;36,61;3,307;121,0693;121,0693
5650;36,61;3,307;121,0693;121,8551
5651;36,22;3,386;122,6409;121,8551
5652;36,61;3,307;121,0693;121,7832
5653;36,61;3,346;122,4971;121,0693
5654;36,61;3,268;119,6415;121,0693
5655;36,61;3,346;122,4971;119,6232
5656;36,61;3,189;116,7493;119,6232
5657;36,61;3,346;122,4971;121,7832
5658;36,61;3,307;121,0693;121,7832
5659;36,61;3,346;122,4971;122,4971
5660;36,61;3,346;122,4971;121,7832
5661;36,61;3,307;121,0693;121,7832
5662;36,61;3,346;122,4971;121,0693
5663;36,61;3,268;119,6415;121,0693
5664;36,61;3,346;122,4971;122,4971
5665;36,61;3,346;122,4971;122,4971
5666;36,61;3,346;122,4971;122,4971
5667;36,61;3,346;122,4971;122,4971
5668;36,61;3,346;122,4971;122,4971
5669;36,61;3,346;122,4971;123,2293
5670;36,61;3,386;123,9615;123,9615
5671;36,61;3,386;123,9615;123,2293
5672;36,61;3,346;122,4971;121,0693
5673;36,61;3,268;119,6415;121,0693
5674;36,61;3,346;122,4971;122,4971
5675;36,61;3,346;122,4971;122,4971
5676;36,61;3,346;122,4971;122,4971
5677;36,61;3,346;122,4971;121,7832
5678;36,61;3,307;121,0693;121,0693
5679;36,61;3,307;121,0693;121,7832
5680;36,61;3,346;122,4971;123,2293
5681;36,61;3,386;123,9615;123,2293
5682;36,61;3,346;122,4971;121,7832
5683;36,61;3,307;121,0693;120,3554
5684;36,61;3,268;119,6415;121,0693
5685;36,61;3,346;122,4971;122,4971
5686;36,61;3,346;122,4971;122,4971
5687;36,61;3,346;122,4971;122,4971
5688;36,61;3,346;122,4971;122,4971
5689;36,61;3,346;122,4971;122,4971
5690;36,61;3,346;122,4971;122,4971
5691;36,61;3,346;122,4971;122,4971
5692;36,61;3,346;122,4971;123,2293
5693;36,61;3,386;123,9615;122,5154
5694;36,61;3,307;121,0693;121,7832
5695;36,61;3,346;122,4971;122,4971
5696;36,61;3,346;122,4971;121,8446
5697;36,22;3,346;121,1921;121,8446
5698;36,61;3,346;122,4971;121,0693
5699;36,61;3,268;119,6415;121,0693
5700;36,61;3,346;122,4971;122,4971
5701;36,61;3,346;122,4971;122,4971
5702;36,61;3,346;122,4971;121,7832
5703;36,61;3,307;121,0693;121,7307
5704;37,01;3,307;122,3921;121,7307
5705;36,61;3,307;121,0693;121,7832
5706;36,61;3,346;122,4971;122,4971
5707;36,61;3,346;122,4971;121,7832
5708;36,61;3,307;121,0693;121,0693
5709;36,61;3,307;121,0693;121,7832
5710;36,61;3,346;122,4971;123,2293
5711;36,61;3,386;123,9615;123,9615
5712;36,61;3,386;123,9615;121,8015
5713;36,61;3,268;119,6415;121,0693
5714;36,61;3,346;122,4971;122,4971
5715;36,61;3,346;122,4971;123,2293
5716;36,61;3,386;123,9615;123,9615
5717;36,61;3,386;123,9615;123,2293
5718;36,61;3,346;122,4971;122,4971
5719;36,61;3,346;122,4971;122,4971
5720;36,61;3,346;122,4971;122,4971
5721;36,61;3,346;122,4971;122,4971
5722;36,61;3,346;122,4971;122,4971
5723;36,61;3,346;122,4971;122,4971
5724;36,61;3,346;122,4971;122,4971
5725;36,61;3,346;122,4971;123,2293
5726;36,61;3,386;123,9615;123,2293
5727;36,61;3,346;122,4971;121,7832
5728;36,61;3,307;121,0693;120,3554
5729;36,61;3,268;119,6415;121,0693
5730;36,61;3,346;122,4971;122,4971
5731;36,61;3,346;122,4971;122,4971
5732;36,61;3,346;122,4971;122,4971
5733;36,61;3,346;122,4971;122,4971
5734;36,61;3,346;122,4971;122,4971
5735;36,61;3,346;122,4971;123,2293
5736;36,61;3,386;123,9615;123,2293
5737;36,61;3,346;122,4971;122,4971
5738;36,61;3,346;122,4971;123,2293
5739;36,61;3,386;123,9615;123,2293
5740;36,61;3,346;122,4971;123,2293
5741;36,61;3,386;123,9615;123,9615
5742;36,61;3,386;123,9615;123,2293
5743;36,61;3,346;122,4971;121,7832
5744;36,61;3,307;121,0693;121,7832
5745;36,61;3,346;122,4971;123,2293
5746;36,61;3,386;123,9615;123,9615
5747;36,61;3,386;123,9615;123,9615
5748;36,61;3,386;123,9615;123,2293
5749;36,61;3,346;122,4971;122,4971
5750;36,61;3,346;122,4971;122,4971
5751;36,61;3,346;122,4971;122,4971
5752;36,61;3,346;122,4971;121,7832
5753;36,61;3,307;121,0693;122,4524
5754;37,01;3,346;123,8355;123,1663
5755;36,61;3,346;122,4971;122,4971
5756;36,61;3,346;122,4971;122,4971
5757;36,61;3,346;122,4971;122,4971
5758;36,61;3,346;122,4971;121,0693
5759;36,61;3,268;119,6415;121,0693
5760;36,61;3,346;122,4971;123,2293
5761;36,61;3,386;123,9615;123,9615
5762;36,61;3,386;123,9615;123,9615
5763;36,61;3,386;123,9615;124,6387
5764;37,01;3,386;125,3159;124,6387
5765;36,61;3,386;123,9615;123,9615
5766;36,61;3,386;123,9615;123,9615
5767;36,61;3,386;123,9615;123,2293
5768;36,61;3,346;122,4971;123,9065
5769;37,01;3,386;125,3159;124,6387
5770;36,61;3,386;123,9615;123,9615
5771;36,61;3,386;123,9615;123,9615
5772;36,61;3,386;123,9615;123,2293
5773;36,61;3,346;122,4971;122,4971
5774;36,61;3,346;122,4971;122,4971
5775;36,61;3,346;122,4971;123,2293
5776;36,61;3,386;123,9615;123,9615
5777;36,61;3,386;123,9615;123,2293
5778;36,61;3,346;122,4971;122,4971
5779;36,61;3,346;122,4971;122,4971
5780;36,61;3,346;122,4971;123,2293
5781;36,61;3,386;123,9615;123,3012
5782;36,22;3,386;122,6409;122,569
5783;36,61;3,346;122,4971;122,4971
5784;36,61;3,346;122,4971;122,4971
5785;36,61;3,346;122,4971;122,4971
5786;36,61;3,346;122,4971;123,2293
5787;36,61;3,386;123,9615;123,2293
5788;36,61;3,346;122,4971;122,4971
5789;36,61;3,346;122,4971;122,4971
5790;36,61;3,346;122,4971;122,4971
5791;36,61;3,346;122,4971;122,569
5792;36,22;3,386;122,6409;122,569
5793;36,61;3,346;122,4971;122,4971
5794;36,61;3,346;122,4971;122,4971
5795;36,61;3,346;122,4971;122,4971
5796;36,61;3,346;122,4971;122,4971
5797;36,61;3,346;122,4971;123,2293
5798;36,61;3,386;123,9615;122,5154
5799;36,61;3,307;121,0693;121,7832
5800;36,61;3,346;122,4971;123,2293
5801;36,61;3,386;123,9615;123,2293
5802;36,61;3,346;122,4971;122,4971
5803;36,61;3,346;122,4971;121,7229
5804;37,01;3,268;120,9487;121,009
5805;36,61;3,307;121,0693;121,7832
5806;36,61;3,346;122,4971;122,569
5807;36,22;3,386;122,6409;122,569
5808;36,61;3,346;122,4971;121,7832
5809;36,61;3,307;121,0693;121,7832
5810;36,61;3,346;122,4971;122,4971
5811;36,61;3,346;122,4971;123,2293
5812;36,61;3,386;123,9615;123,9615
5813;36,61;3,386;123,9615;122,5154
5814;36,61;3,307;121,0693;121,7832
5815;36,61;3,346;122,4971;123,2293
5816;36,61;3,386;123,9615;123,2293
5817;36,61;3,346;122,4971;123,2293
5818;36,61;3,386;123,9615;121,8015
5819;36,61;3,268;119,6415;121,0693
5820;36,61;3,346;122,4971;123,2293
5821;36,61;3,386;123,9615;124,6754
5822;36,61;3,425;125,3892;124,6754
5823;36,61;3,386;123,9615;123,1768
5824;37,01;3,307;122,3921;122,4446
5825;36,61;3,346;122,4971;122,4971
5826;36,61;3,346;122,4971;123,2293
5827;36,61;3,386;123,9615;123,2293
5828;36,61;3,346;122,4971;123,1663
5829;37,01;3,346;123,8355;123,1663
5830;36,61;3,346;122,4971;123,2293
5831;36,61;3,386;123,9615;123,2293
5832;36,61;3,346;122,4971;123,2293
5833;36,61;3,386;123,9615;123,2293
5834;36,61;3,346;122,4971;122,4971
5835;36,61;3,346;122,4971;122,4971
5836;36,61;3,346;122,4971;123,2293
5837;36,61;3,386;123,9615;123,9615
5838;36,61;3,386;123,9615;123,9615
5839;36,61;3,386;123,9615;123,9615
5840;36,61;3,386;123,9615;123,9615
5841;36,61;3,386;123,9615;124,0075
5842;36,22;3,425;124,0535;124,0075
5843;36,61;3,386;123,9615;123,2293
5844;36,61;3,346;122,4971;122,4971
5845;36,61;3,346;122,4971;122,4971
5846;36,61;3,346;122,4971;122,569
5847;36,22;3,386;122,6409;122,569
5848;36,61;3,346;122,4971;121,7832
5849;36,61;3,307;121,0693;122,4524
5850;37,01;3,346;123,8355;123,8985
5851;36,61;3,386;123,9615;122,5154
5852;36,61;3,307;121,0693;121,0693
5853;36,61;3,307;121,0693;122,4524
5854;37,01;3,346;123,8355;123,1663
5855;36,61;3,346;122,4971;122,4971
5856;36,61;3,346;122,4971;125,3892
5857;36,61;3,504;128,2814;125,3892
5858;36,61;3,346;122,4971;123,2293
5859;36,61;3,386;123,9615;123,9615
5860;36,61;3,386;123,9615;123,2293
5861;36,61;3,346;122,4971;121,0693
5862;36,61;3,268;119,6415;121,8015
5863;36,61;3,386;123,9615;123,2293
5864;36,61;3,346;122,4971;123,9065
5865;37,01;3,386;125,3159;124,6387
5866;36,61;3,386;123,9615;123,9615
5867;36,61;3,386;123,9615;123,9615
5868;36,61;3,386;123,9615;123,2293
5869;36,61;3,346;122,4971;123,2293
5870;36,61;3,386;123,9615;123,9615
5871;36,61;3,386;123,9615;124,0075
5872;36,22;3,425;124,0535;123,2753
5873;36,61;3,346;122,4971;123,9432
5874;36,61;3,425;125,3892;123,9432
5875;36,61;3,346;122,4971;123,2293
5876;36,61;3,386;123,9615;123,3012
5877;36,22;3,386;122,6409;122,569
5878;36,61;3,346;122,4971;122,4971
5879;36,61;3,346;122,4971;122,4971
5880;36,61;3,346;122,4971;123,2293
5881;36,61;3,386;123,9615;123,9615
5882;36,61;3,386;123,9615;123,9615
5883;36,61;3,386;123,9615;123,2293
5884;36,61;3,346;122,4971;123,9065
5885;37,01;3,386;125,3159;124,6387
5886;36,61;3,386;123,9615;124,6754
5887;36,61;3,425;125,3892;124,6754
5888;36,61;3,386;123,9615;123,2293
5889;36,61;3,346;122,4971;123,2293
5890;36,61;3,386;123,9615;123,9615
5891;36,61;3,386;123,9615;123,3012
5892;36,22;3,386;122,6409;123,3012
5893;36,61;3,386;123,9615;123,2293
5894;36,61;3,346;122,4971;123,1663
5895;37,01;3,346;123,8355;123,8985
5896;36,61;3,386;123,9615;123,9615
5897;36,61;3,386;123,9615;123,9615
5898;36,61;3,386;123,9615;123,2293
5899;36,61;3,346;122,4971;122,4971
5900;36,61;3,346;122,4971;123,2293
5901;36,61;3,386;123,9615;123,9615
5902;36,61;3,386;123,9615;123,9615
5903;36,61;3,386;123,9615;122,5154
5904;36,61;3,307;121,0693;121,7832
5905;36,61;3,346;122,4971;123,2293
5906;36,61;3,386;123,9615;123,9615
5907;36,61;3,386;123,9615;123,9615
5908;36,61;3,386;123,9615;123,9615
5909;36,61;3,386;123,9615;123,9615
5910;36,61;3,386;123,9615;123,9615
5911;36,61;3,386;123,9615;123,9615
5912;36,61;3,386;123,9615;124,6754
5913;36,61;3,425;125,3892;124,6754
5914;36,61;3,386;123,9615;123,2293
5915;36,61;3,346;122,4971;123,2293
5916;36,61;3,386;123,9615;123,3012
5917;36,22;3,386;122,6409;123,3012
5918;36,61;3,386;123,9615;123,2293
5919;36,61;3,346;122,4971;123,2293
5920;36,61;3,386;123,9615;123,9615
5921;36,61;3,386;123,9615;124,0075
5922;36,22;3,425;124,0535;124,0075
5923;36,61;3,386;123,9615;123,2293
5924;36,61;3,346;122,4971;123,2293
5925;36,61;3,386;123,9615;123,9615
5926;36,61;3,386;123,9615;123,3012
5927;36,22;3,386;122,6409;123,3012
5928;36,61;3,386;123,9615;123,9615
5929;36,61;3,386;123,9615;123,2293
5930;36,61;3,346;122,4971;123,2293
5931;36,61;3,386;123,9615;123,9615
5932;36,61;3,386;123,9615;123,9615
5933;36,61;3,386;123,9615;123,9615
5934;36,61;3,386;123,9615;123,9615
5935;36,61;3,386;123,9615;123,9615
5936;36,61;3,386;123,9615;123,9615
5937;36,61;3,386;123,9615;123,9615
5938;36,61;3,386;123,9615;123,9615
5939;36,61;3,386;123,9615;123,9615
5940;36,61;3,386;123,9615;123,9615
5941;36,61;3,386;123,9615;124,6754
5942;36,61;3,425;125,3892;124,7214
5943;36,22;3,425;124,0535;124,0075
5944;36,61;3,386;123,9615;123,8985
5945;37,01;3,346;123,8355;123,8985
5946;36,61;3,386;123,9615;124,6754
5947;36,61;3,425;125,3892;124,6754
5948;36,61;3,386;123,9615;123,2293
5949;36,61;3,346;122,4971;122,4971
5950;36,61;3,346;122,4971;123,2293
5951;36,61;3,386;123,9615;123,9615
5952;36,61;3,386;123,9615;123,9615
5953;36,61;3,386;123,9615;123,9615
5954;36,61;3,386;123,9615;122,4551
5955;37,01;3,268;120,9487;121,7229
5956;36,61;3,346;122,4971;123,9432
5957;36,61;3,425;125,3892;124,015
5958;36,22;3,386;122,6409;122,569
5959;36,61;3,346;122,4971;123,2293
5960;36,61;3,386;123,9615;123,9615
5961;36,61;3,386;123,9615;124,0075
5962;36,22;3,425;124,0535;124,0535
5963;36,22;3,425;124,0535;124,0075
5964;36,61;3,386;123,9615;121,8015
5965;36,61;3,268;119,6415;121,8015
5966;36,61;3,386;123,9615;124,6754
5967;36,61;3,425;125,3892;125,3892
5968;36,61;3,425;125,3892;125,3892
5969;36,61;3,425;125,3892;126,0742
5970;37,01;3,425;126,7592;126,0742
5971;36,61;3,425;125,3892;125,3892
5972;36,61;3,425;125,3892;124,6754
5973;36,61;3,386;123,9615;123,9615
5974;36,61;3,386;123,9615;123,9615
5975;36,61;3,386;123,9615;123,9615
5976;36,61;3,386;123,9615;123,9615
5977;36,61;3,386;123,9615;124,6754
5978;36,61;3,425;125,3892;124,6754
5979;36,61;3,386;123,9615;123,2293
5980;36,61;3,346;122,4971;123,2293
5981;36,61;3,386;123,9615;123,9615
5982;36,61;3,386;123,9615;123,9615
5983;36,61;3,386;123,9615;123,9615
5984;36,61;3,386;123,9615;124,6754
5985;36,61;3,425;125,3892;123,9432
5986;36,61;3,346;122,4971;123,2293
5987;36,61;3,386;123,9615;124,6754
5988;36,61;3,425;125,3892;124,6754
5989;36,61;3,386;123,9615;124,6754
5990;36,61;3,425;125,3892;124,6754
5991;36,61;3,386;123,9615;124,6754
5992;36,61;3,425;125,3892;125,3892
5993;36,61;3,425;125,3892;124,6754
5994;36,61;3,386;123,9615;123,9615
5995;36,61;3,386;123,9615;124,6387
5996;37,01;3,386;125,3159;125,3526
